actual,claim_id,confidence,correct,expected,hallucinated_rule_count,mlflow_run_id,policy_type,run_name,strategy,test_id
APPROVE,CLM-0008,HIGH,True,APPROVE,0,5a6c52cedcbd430a942da4b3dc431f3c,health,combined_health_CLM-0008,combined,health_approve
REJECT,CLM-0308,,True,REJECT,0,c86a0e45ae9c4045a7e8b48a2f94534a,health,direct_health_CLM-0308,direct,health_reject
REJECT,CLM-0308,,True,REJECT,0,fa0aee672cc04980b8e7213b3e990d1b,health,cot_health_CLM-0308,cot,health_reject
REJECT,CLM-0308,HIGH,True,REJECT,0,b3a3d30dfedf40f78bcc7050b219c06c,health,structured_health_CLM-0308,structured,health_reject
REJECT,CLM-0308,HIGH,True,REJECT,0,9f2d7d1a418e46279fba24451381e51a,health,combined_health_CLM-0308,combined,health_reject
REFER_FOR_FURTHER_REVIEW,CLM-0057,,False,APPROVE,0,8e82a7ed0254457781197929051ea9ed,health,direct_health_CLM-0057,direct,health_refer
APPROVE,CLM-0057,,True,APPROVE,0,1a2c5841cea744a29261164bf73c7329,health,cot_health_CLM-0057,cot,health_refer
APPROVE,CLM-0057,HIGH,True,APPROVE,0,7ee1140b009a4269ae1d0ab02bb2538f,health,structured_health_CLM-0057,structured,health_refer
REJECT,CLM-0057,HIGH,False,APPROVE,0,609f831148794e958cc558329ffeb66e,health,combined_health_CLM-0057,combined,health_refer
APPROVE,CLM-0912,,True,APPROVE,0,ba6098fa8d9e4dc0860fe1019e1aa7d2,health,direct_health_CLM-0912,direct,health_edge
APPROVE,CLM-0912,,True,APPROVE,0,60c0afb162044c3f8da016a4da064cb0,health,cot_health_CLM-0912,cot,health_edge
APPROVE,CLM-0912,HIGH,True,APPROVE,0,b48c91cfed144928a5dc53a8c5559c1e,health,structured_health_CLM-0912,structured,health_edge
APPROVE,CLM-0912,MEDIUM,True,APPROVE,0,551470243fdc497fac50ff8aceaeee36,health,combined_health_CLM-0912,combined,health_edge
ERROR,CLM-0008,,True,ERROR_OR_GRACEFUL_REJECT,0,cbbe703ce73145828dbb43cc73374532,health,combined_health_CLM-0008,combined,health_mismatch
APPROVE,CLM-0278,,True,APPROVE,0,3c1f6ed59f9049fabb04dffa2349305b,critical_illness,direct_critical_illness_CLM-0278,direct,ci_approve
APPROVE,CLM-0278,,True,APPROVE,0,1c10f6e966b84a8f993193b9e3f0419b,critical_illness,cot_critical_illness_CLM-0278,cot,ci_approve
APPROVE,CLM-0278,HIGH,True,APPROVE,0,6f401230f4474d6ba7a46066e9b4d201,critical_illness,structured_critical_illness_CLM-0278,structured,ci_approve
REJECT,CLM-0278,HIGH,False,APPROVE,0,1981ceedfc2b4e3b919ae1e8b27dcd7e,critical_illness,combined_critical_illness_CLM-0278,combined,ci_approve
REJECT,CLM-0072,,True,REJECT,0,fb5fcfcc27034e39be4f762025409d5c,critical_illness,direct_critical_illness_CLM-0072,direct,ci_reject
REJECT,CLM-0072,,True,REJECT,0,b10ebd8010994e0784869cb7f622a109,critical_illness,cot_critical_illness_CLM-0072,cot,ci_reject
REJECT,CLM-0072,HIGH,True,REJECT,0,6f7f5ac7135d4d1f8549e5d370264dfa,critical_illness,structured_critical_illness_CLM-0072,structured,ci_reject
REJECT,CLM-0072,HIGH,True,REJECT,0,8a44dc3de8dd4a2d849c49aa59495a6d,critical_illness,combined_critical_illness_CLM-0072,combined,ci_reject
APPROVE,CLM-0049,,True,APPROVE,0,37b25ab476f343a0bee79c66a1bd651a,critical_illness,direct_critical_illness_CLM-0049,direct,ci_refer
APPROVE,CLM-0049,,True,APPROVE,0,f686491882164162a8c9ffdf8dc7ef6a,critical_illness,cot_critical_illness_CLM-0049,cot,ci_refer
REFER_FOR_FURTHER_REVIEW,CLM-0049,MEDIUM,False,APPROVE,0,9e32cde7805649b2902a7a0fe8c6e78d,critical_illness,structured_critical_illness_CLM-0049,structured,ci_refer
REJECT,CLM-0049,HIGH,False,APPROVE,0,7eed30277017465ca43ffa586e1f636e,critical_illness,combined_critical_illness_CLM-0049,combined,ci_refer
APPROVE,CLM-0134,,False,REJECT,0,ad1372e30085426cb85ecaa8cf34c073,critical_illness,direct_critical_illness_CLM-0134,direct,ci_edge
REJECT,CLM-0134,,True,REJECT,0,81345953c15c4f53b37dffe83968a595,critical_illness,cot_critical_illness_CLM-0134,cot,ci_edge
APPROVE,CLM-0134,HIGH,False,REJECT,0,bcd8872b21c84296967fa69625681bb9,critical_illness,structured_critical_illness_CLM-0134,structured,ci_edge
REJECT,CLM-0134,HIGH,True,REJECT,0,3cd5cf2782224c08b167093bf7ed4b48,critical_illness,combined_critical_illness_CLM-0134,combined,ci_edge
ERROR,CLM-0278,,True,ERROR_OR_GRACEFUL_REJECT,0,b7b4054731e44842b0707dc3632e0b34,critical_illness,combined_critical_illness_CLM-0278,combined,ci_mismatch
APPROVE,CLM-0006,,True,APPROVE,0,b075550249eb4bd89a54f7685380fddd,disability,direct_disability_CLM-0006,direct,disability_approve
APPROVE,CLM-0006,,True,APPROVE,0,cd041abb2f8444ca8a5db066586eb791,disability,cot_disability_CLM-0006,cot,disability_approve
APPROVE,CLM-0006,HIGH,True,APPROVE,0,b8e48d983dc6453d9c888c1f9d65b445,disability,structured_disability_CLM-0006,structured,disability_approve
ERROR,CLM-0006,,False,APPROVE,0,d669726d1dad4e53a0fc2f83f6df3386,disability,combined_disability_CLM-0006,combined,disability_approve
REJECT,CLM-0612,,True,REJECT,0,2d3e8965221e401697e9ccab2492a531,disability,direct_disability_CLM-0612,direct,disability_reject
REJECT,CLM-0612,,True,REJECT,0,ed65c1c33d21487b8433e8cd65418974,disability,cot_disability_CLM-0612,cot,disability_reject
REJECT,CLM-0612,HIGH,True,REJECT,0,ba10a71d59f94fbd9bd2b18bc7b84268,disability,structured_disability_CLM-0612,structured,disability_reject
REJECT,CLM-0612,HIGH,True,REJECT,0,51ce28ea0abc4f888cc788ce5c17ebe1,disability,combined_disability_CLM-0612,combined,disability_reject
APPROVE,CLM-0248,,False,REFER_FOR_FURTHER_REVIEW,0,e192769dc4184ccbbf71125cd1f7762c,disability,direct_disability_CLM-0248,direct,disability_refer
REFER_FOR_FURTHER_REVIEW,CLM-0248,,True,REFER_FOR_FURTHER_REVIEW,0,fa285944f3af4ef59dd0ad9ce9708128,disability,cot_disability_CLM-0248,cot,disability_refer
REFER_FOR_FURTHER_REVIEW,CLM-0248,MEDIUM,True,REFER_FOR_FURTHER_REVIEW,0,007cae1818474460b32de2eeeb661b4c,disability,structured_disability_CLM-0248,structured,disability_refer
REFER_FOR_FURTHER_REVIEW,CLM-0248,LOW,True,REFER_FOR_FURTHER_REVIEW,0,01d6c9ef55cc45b99ae3981de82953ea,disability,combined_disability_CLM-0248,combined,disability_refer
APPROVE,CLM-0724,,True,APPROVE,0,201780906887461b9257cc613e635225,disability,direct_disability_CLM-0724,direct,disability_edge
APPROVE,CLM-0724,,True,APPROVE,0,37de33723ab34b139776fd31ea6dba13,disability,cot_disability_CLM-0724,cot,disability_edge
APPROVE,CLM-0724,HIGH,True,APPROVE,0,fbc8efa2a18b4f9bb73ef72917f668ec,disability,structured_disability_CLM-0724,structured,disability_edge
REJECT,CLM-0724,HIGH,False,APPROVE,0,2aa4ed71c6e64c59b3a2f83baef6e477,disability,combined_disability_CLM-0724,combined,disability_edge
ERROR,CLM-0006,,True,ERROR_OR_GRACEFUL_REJECT,0,1cfa5d476d6b4cb9a5c3bcb89701f33b,disability,combined_disability_CLM-0006,combined,disability_mismatch
